objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-4614,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Peabody Museum, Harvard University, Cambridge, Mass, 3340, Received by purchase 1868, collected by G. de Mortillet",3340,,Peabody Museum,"France, haute-savoie, regnier-esery",,,,,,France,,"Regnier, France",46.108209,3.6301988,,,,,170,27,66,,olive green,Smooth. Edge is slightly corroded.,7,"Width: edge 66; middle 27; butt 21,  Thickness: septum 7; side 23",,,"Section and longgitudinal section, are drawn approximately.",,,Joellen McGann,http://farm8.staticflickr.com/7447/13306327275_049157a7d4_z.jpg,http://farm8.staticflickr.com/7447/13306327275_049157a7d4_b.jpg,http://www.flickr.com/photos/MicroPasts/13306327275,superuser,drawB8
BAI-5081,433,Winged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Peabody Museum,Havard University,Cambridge, Mass.,3339,Received by purchase 1868,Collected by G. de Mortillet",3339,,Peabody Museum,"France,haute savoie,regnier-esery",,,,,,France,,Reignier-esery,46.1367059,6.27021838880828,,,,,151,39,40,,uneven patina dark green,,43,"Width: edge 40mm; butt 39mm,Thickness: 43mm; 6mm",,,,,,Joellen McGann,http://farm4.staticflickr.com/3701/13306523605_8a699062b0_z.jpg,http://farm4.staticflickr.com/3701/13306523605_8a699062b0_b.jpg,http://www.flickr.com/photos/MicroPasts/13306523605,superuser,drawB8
BAI-4934,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Peabody Museum,Harvard University,Cambridge,, Mass.,3340,Received by purchase 1868,collected by G. de Mortillet",3340,,Peabody Museum,"France,rhone-alpes,haute-savoie,reignier-esery",,,,,,France,,Reignier-esery,46.1367059,6.27021838880828,,,,,135,38,43,,light green with large polished patch on reverse,,42,"Width: edge 43mm; socket 38mm,Thickness: socket 42mm",,,,,,Joellen McGann,http://farm8.staticflickr.com/7054/13306756254_b8145bf112_z.jpg,http://farm8.staticflickr.com/7054/13306756254_b8145bf112_b.jpg,http://www.flickr.com/photos/MicroPasts/13306756254,superuser,drawB8
BAI-4933,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Peabody Museum,Harvard University,Cambridge, Mass.,3340,Purchased 1868,collected by G. de Mortillet",3340,,Peabody Museum,"France,rhone-alpes,haute savoie,reignier-esery",,,,,,France,,"Reignier-esery, France",46.1367059,6.27021838880828,,,,,122,39,49,,"dark green, except on face, which shows original bronze, nearly all over on that side of the specimen.",smooth and polished,38,"Width: edge 49mm; socket 39mm,Thickness: socket 38mm",,One of a hoard weighing 5 kilograms.,,"Dechelette, J.: Manuel d'Archeologie, ii, App. i. 94,Chantre, E.: Age du Bronze, iii. 116, 188,de Mortillet, G.: Cachettes de l'Age du Bronze en France [Bull. de la Societe d'Anthropologie de Paris (1894) 306],Revon, L.: La Haute-Savoie Avant les Romaines [Rev. Savoisienne, 1876, 47]",,Joellen McGann,http://farm4.staticflickr.com/3811/13306548483_edcd1a427a_z.jpg,http://farm4.staticflickr.com/3811/13306548483_edcd1a427a_b.jpg,http://www.flickr.com/photos/MicroPasts/13306548483,superuser,drawB8
BAI-4644,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Peabody Museum, Harvard University, Cambridge, Mass, 3340, received by purchase 1868, collected by G. de Mortillet",3340,,Peabody Museum,"France, haute savoie, reignier",,,,,,France,,"Reignier-esery, France",46.1367059,6.27021838880828,,,,,196,37,,,collour not stated,smooth. one side considerably polished. a good deal scratched on one face,30,"Width: edge -; middle 37; butt 35,  Thickness: middle 30",,one of a hoard weighing 5 kilograms,,"Dechelette, J.: Manuel d'Archeologie. ii.App.i 94., Chantre, E., Age du Bronze. iii. 116, 188., Mortillet, G. de: Cachettes de l'age du bronze en France [ Bull. de la Societe d'anthropologie de Paris (1894)] 306., Revon, L.: La Haute-Savoie avant les Romains, [Rev. Savoisieane 1876. 47]",,Joellen McGann,http://farm3.staticflickr.com/2812/13306320085_12fa18565f_z.jpg,http://farm3.staticflickr.com/2812/13306320085_12fa18565f_b.jpg,http://www.flickr.com/photos/MicroPasts/13306320085,superuser,drawB8
BAI-4983,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Farnham Museum, Dorset",,,Farnham Museum,"romania (formerly hungary),arad,arad",,,,,,Romania,,"Arad, Romania",46.1753793,21.3196342,,,,,139,45,55,113,dull green,smooth,33,"Width: edge 55mm; socket 45mm,Thickness: socket 33mm,Weight: 113.39 gms",,,,,,Joellen McGann,http://farm4.staticflickr.com/3687/13306378145_18a3f3cce1_z.jpg,http://farm4.staticflickr.com/3687/13306378145_18a3f3cce1_b.jpg,http://www.flickr.com/photos/MicroPasts/13306378145,superuser,drawB8
BAI-4674,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Canterbury Museum, 2096, Copeland Collection",2096,,Canterbury Museum,"switzerland, geneva",,,,,,Switzerland,,"Geneva, Switzerland",46.2017559,6.1466014,,,,,152,22,52,413,a little dark green patina,"smooth, but mostly covered with dark greyish brown eart",7,"Width: edge 52; butt 22,  Thickness: 7; 28",,,,,,Joellen McGann,http://farm8.staticflickr.com/7162/13306311885_92b30c8797_z.jpg,http://farm8.staticflickr.com/7162/13306311885_92b30c8797_b.jpg,http://www.flickr.com/photos/MicroPasts/13306311885,superuser,drawB8
BAI-4988,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Farnham Museum, Dorset",,,Farnham Museum,"hungary,csongrad,szeged",,,,,,Hungary,,Szeged,46.2546312,20.1486016,,,,,97,37,49,113,dark bronze,smooth.,29,"Width: edge 49 mm; socket 37mm,Thickness: socket 29mm,Weight: 113.39 gms",,,,,,Joellen McGann,http://farm8.staticflickr.com/7379/13306530603_cfa311d46e_z.jpg,http://farm8.staticflickr.com/7379/13306530603_cfa311d46e_b.jpg,http://www.flickr.com/photos/MicroPasts/13306530603,superuser,drawB8
BAI-4939,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Oxford,P.R.1514",1514,,Pitt Rivers Museum,"France,bourgogne,saone et loire,macon",,,,,,France,,"Macon, France",46.3036683,4.8322266,,,,,54,30,56,,,Clean and smooth.,14,"Width:edge 56mm; socket 30mm,Thickness: socket 14mm",,,"Well cast, but a little cracked and broken on upper edge of socket.",,,Joellen McGann,http://farm4.staticflickr.com/3749/13306393215_66cb7f3278_z.jpg,http://farm4.staticflickr.com/3749/13306393215_66cb7f3278_b.jpg,http://www.flickr.com/photos/MicroPasts/13306393215,superuser,drawB8
BAI-5021,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Farnham Museum, Dorset",,,Farnham Museum,"romania,transylvania (ardeal)",,,,,,Romania,,"Ardeal, Romania",46.5971623,24.3740295,,,,,104,36,50,227,,"smooth, dark bronze",30,"Site: unspecified location in Transylvania (Ardeal) Romania - geolocation not accurate to 10 kms,Width: edge 50mm; socket 36mm,Thickness: socket 30 mm,Weight: 226.8 grams",,,,,,Joellen McGann,http://farm4.staticflickr.com/3791/13306729194_e734314669_z.jpg,http://farm4.staticflickr.com/3791/13306729194_e734314669_b.jpg,http://www.flickr.com/photos/MicroPasts/13306729194,superuser,drawB8
BAI-4840,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Avranches Museum,,,Avranches Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,75,,24,,,,,Site:unspecified location in France - geolocation not accurate to 10 kms,,,Upper part of socket broken away.,,"Length: Described as 65mm, Width: Described as 22mm",Joellen McGann,http://farm4.staticflickr.com/3765/13306576013_743ff0e427_z.jpg,http://farm4.staticflickr.com/3765/13306576013_743ff0e427_b.jpg,http://www.flickr.com/photos/MicroPasts/13306576013,superuser,drawB8
BAI-4839,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Avranches Museum,,,Avranches Museum,"France,no particulars given.",,,,,,France,,France,46.603354,1.8883335,,,,,74,,22,,,,,Site: unspecified location in France - geolocation not accurate to 10 kms,,,,,Body given as 20x20mm drawing much less.,Joellen McGann,http://farm8.staticflickr.com/7394/13306576463_ae9fbdd65f_z.jpg,http://farm8.staticflickr.com/7394/13306576463_ae9fbdd65f_b.jpg,http://www.flickr.com/photos/MicroPasts/13306576463,superuser,drawB8
BAI-4838,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Avranches Museum,,,Avranches Museum,"France, no particulars given.",,,,,,France,,France,46.603354,1.8883335,,,,,68,,24,,,,,,,,,,,Joellen McGann,http://farm8.staticflickr.com/7395/13306422695_71779b94aa_z.jpg,http://farm8.staticflickr.com/7395/13306422695_71779b94aa_b.jpg,http://www.flickr.com/photos/MicroPasts/13306422695,superuser,drawB8
BAI-4837,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Avranches Museum,,,Avranches Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,130,20,41,,,,32,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 41mm; socket 20mm,  Thickness: socket 32mm",,,,,,Joellen McGann,http://farm3.staticflickr.com/2834/13306422705_b220ff2946_z.jpg,http://farm3.staticflickr.com/2834/13306422705_b220ff2946_b.jpg,http://www.flickr.com/photos/MicroPasts/13306422705,superuser,drawB8
BAI-4641,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,Avranches Museum,,,Avranches Museum,"France, no particulars given.",,,,,,France,,France,46.603354,1.8883335,,,,,62,,62,,,,22,Site: unspecified location in France - geolocation not accurate to 10 kms,,,Well-raised sides.,,,Joellen McGann,http://farm8.staticflickr.com/7361/13306474023_b026edf845_z.jpg,http://farm8.staticflickr.com/7361/13306474023_b026edf845_b.jpg,http://www.flickr.com/photos/MicroPasts/13306474023,superuser,drawB8
BAI-4638,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,Avranches Museum,,,Avranches Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,51,,39,,,,,Unspecified location in France - geolocation not accurate to 10 kms,,,,,,Joellen McGann,http://farm8.staticflickr.com/7261/13306321315_957ee31cfe_z.jpg,http://farm8.staticflickr.com/7261/13306321315_957ee31cfe_b.jpg,http://www.flickr.com/photos/MicroPasts/13306321315,superuser,drawB8
BAI-4637,433,Looped palstave,,,,Bronze Age,p0gjgrs6qb2,,Avranches Museum,,,Avranches Museum,"France, no particulars given.",,,,,,France,,France,46.603354,1.8883335,,,,,140,,42,,,,,,,,Loop broken.,,,Joellen McGann,http://farm4.staticflickr.com/3723/13306474793_a579310a96_z.jpg,http://farm4.staticflickr.com/3723/13306474793_a579310a96_b.jpg,http://www.flickr.com/photos/MicroPasts/13306474793,superuser,drawB8
BAI-4636,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,Avranches Museum,,,Avranches Museum,"France, no particulars given",,,,,,France,,France,46.603354,1.8883335,,,,,166,22,60,,,,30,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 60; below butt 22,  Thickness: flanges 30",,,,,,Joellen McGann,http://farm8.staticflickr.com/7030/13306683314_6552e0f416_z.jpg,http://farm8.staticflickr.com/7030/13306683314_6552e0f416_b.jpg,http://www.flickr.com/photos/MicroPasts/13306683314,superuser,drawB8
BAI-4635,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,Avranches Museum,,,Avranches Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,160,,46,,,,30,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Length: 160 (drawn as 155)",,,,,,Joellen McGann,http://farm4.staticflickr.com/3808/13306475203_0cd639660f_z.jpg,http://farm4.staticflickr.com/3808/13306475203_0cd639660f_b.jpg,http://www.flickr.com/photos/MicroPasts/13306475203,superuser,drawB8
BAI-4634,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,Avranches Museum,,,Avranches Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,170,,44,,,,30,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Thickness: flange 30",,,"Loop broken off, Rib down centre of blade.",,,Joellen McGann,http://farm3.staticflickr.com/2823/13306322505_8c9ab5c94b_z.jpg,http://farm3.staticflickr.com/2823/13306322505_8c9ab5c94b_b.jpg,http://www.flickr.com/photos/MicroPasts/13306322505,superuser,drawB8
BAI-4642,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Bham University, Edmund Street",,,Birmingham University Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,142,37,,216,Dark bronze-brown colour,Smooth,,Site: unspecified location in France - geolocation not accurate to 10 kms,Bronze,,,,Edges hammered over,Joellen McGann,http://farm4.staticflickr.com/3824/13306320575_67d14ae2b0_z.jpg,http://farm4.staticflickr.com/3824/13306320575_67d14ae2b0_b.jpg,http://www.flickr.com/photos/MicroPasts/13306320575,superuser,drawB8
BAI-5090,433,Winged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum,O on face,W.B. 14 on side",OWB14,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,151,26,46,361,Green,,23,"Site: unspecified location in France - geolocation not accurate to 10 kms,Width: edge 46mm; middle 26mm; butt 23mm,Thickness: 23mm; 6mm; 35mm,Weight: 360.75 gms",,,Flanges broken in places.,,,Joellen McGann,http://farm8.staticflickr.com/7257/13306675103_cc00ff0c3c_z.jpg,http://farm8.staticflickr.com/7257/13306675103_cc00ff0c3c_b.jpg,http://www.flickr.com/photos/MicroPasts/13306675103,superuser,drawB8
BAI-5089,433,Winged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum,4 on face,W.B. 15 on side",4 Wb15,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,153,23,45,416,dark green,,43,"Width: edge 45mm; middle 23mm; butt 22mm,Thickness: 43mm; 12mm",,,,,,Joellen McGann,http://farm8.staticflickr.com/7036/13306521905_ffd1e86766_z.jpg,http://farm8.staticflickr.com/7036/13306521905_ffd1e86766_b.jpg,http://www.flickr.com/photos/MicroPasts/13306521905,superuser,drawB8
BAI-4892,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum,20 on face,C26 on side",20C26,,Blackmoor Museum,"France,chapelle cha(unte?)",,,,,,France,,France,46.603354,1.8883335,,,,,78,19,30,81,,,22,"Site: incomplete information on location - geolocation not accurate to 10 kms,  Width: edge 30mm; socket 19mm,  Thickness: socket 22mm,  Weight: 81.25 gms",,,Raised decoration of ribs and pellets. indistinct. Contains part of clay core. Not sharpened.,,,Joellen McGann,http://farm4.staticflickr.com/3712/13306406785_5cc0bec78a_z.jpg,http://farm4.staticflickr.com/3712/13306406785_5cc0bec78a_b.jpg,http://www.flickr.com/photos/MicroPasts/13306406785,superuser,drawB8
BAI-4846,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Blackmoor Museum,,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,123,28,32,273,pale green,,40,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 32mm; socket 28mm,  Thickness: socket 40mm",,,,,,Joellen McGann,http://farm4.staticflickr.com/3701/13306782734_eed08ff4af_z.jpg,http://farm4.staticflickr.com/3701/13306782734_eed08ff4af_b.jpg,http://www.flickr.com/photos/MicroPasts/13306782734,superuser,drawB8
BAI-4776,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Blackmoor Museum,,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,129,27,32,304,dark green,,39,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 32mm; socket 27mm,  Thickness: socket 39 mm,  Weight: 303.55 gms",,,,,,Joellen McGann,http://farm3.staticflickr.com/2881/13306818364_22efb3290f_z.jpg,http://farm3.staticflickr.com/2881/13306818364_22efb3290f_b.jpg,http://www.flickr.com/photos/MicroPasts/13306818364,superuser,drawB8
BAI-4775,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, 29 on face, C34 on side",29C34,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,124,38,50,339,fine patina bright green. off in places,,40,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width; edge 50mm socket 38mm,  Thickness: socket 40 mm,  Weight 339.3 gms",,,Lines on faces and sides are very faint.,,,Joellen McGann,http://farm8.staticflickr.com/7188/13306610203_2cb73bd869_z.jpg,http://farm8.staticflickr.com/7188/13306610203_2cb73bd869_b.jpg,http://www.flickr.com/photos/MicroPasts/13306610203,superuser,drawB8
BAI-4774,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, 24 on face, C30 on side",24C30,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,50,15,16,23,olive green,,19,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 16mm; socket 15 mm,  Thickness: socket 19 mm,  Weight: 23.4 gms",,,,,,Joellen McGann,http://farm4.staticflickr.com/3817/13306610683_84362f84c2_z.jpg,http://farm4.staticflickr.com/3817/13306610683_84362f84c2_b.jpg,http://www.flickr.com/photos/MicroPasts/13306610683,superuser,drawB8
BAI-4773,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, 15 on face, C24 on side",15C24,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,71,20,24,81,green and brown,,22,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 24mm; socket 20mm,  Thickness: socket 22mm,  Weight: 80.6 gms",,,Four ridges and pellets. The outer ridges being on edges of faces.,,,Joellen McGann,http://farm4.staticflickr.com/3699/13306456355_14337f49af_z.jpg,http://farm4.staticflickr.com/3699/13306456355_14337f49af_b.jpg,http://www.flickr.com/photos/MicroPasts/13306456355,superuser,drawB8
BAI-4772,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, Sotheby Sale 1889",,,Blackmoor Museum,France?,,,,,,France,,France,46.603354,1.8883335,,,,,133,30,34,286,pale green,,38,"Site: unspecified location thought to be in France - geolocation not accurate to 10 kms,  Width: edge 34 mm; socket 30 mm,  Thickness: socket 38 mm",,,,,,Joellen McGann,http://farm4.staticflickr.com/3751/13306819694_41ae5657d3_z.jpg,http://farm4.staticflickr.com/3751/13306819694_41ae5657d3_b.jpg,http://www.flickr.com/photos/MicroPasts/13306819694,superuser,drawB8
BAI-4771,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, 19 on face, WB 19 on side",19WB19,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,116,35,30,286,pale green,,44,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width; edge 30 mm; socket 35 mm,  Thickness: socket 44 mm",,,Contains clay core,,,Joellen McGann,http://farm3.staticflickr.com/2838/13306456985_bb413f68d7_z.jpg,http://farm3.staticflickr.com/2838/13306456985_bb413f68d7_b.jpg,http://www.flickr.com/photos/MicroPasts/13306456985,superuser,drawB8
BAI-4770,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, Sotheby's Sale 1889",,,Blackmoor Museum,France ?,,,auction,,,France,,France,46.603354,1.8883335,,,,,130,27,35,,pale green,,37,"Site: unspecified location that might be in France - geolocation not accurate to 10 kms,  Width: edge 35mm; socket 27mm,  Thickness: socket 37mm",,,Broken,,,Joellen McGann,http://farm4.staticflickr.com/3683/13306820224_0bde24fbf6_z.jpg,http://farm4.staticflickr.com/3683/13306820224_0bde24fbf6_b.jpg,http://www.flickr.com/photos/MicroPasts/13306820224,superuser,drawB8
BAI-4769,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, 13 on face, C22 on side",13C22,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,75,17,27,83,pale green,,22,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 27mm; socket 17mm,  Thickness: socket 22mm,  Weight: 83.2 gms",,,,,,Joellen McGann,http://farm4.staticflickr.com/3773/13306457555_5c4a57e0e8_z.jpg,http://farm4.staticflickr.com/3773/13306457555_5c4a57e0e8_b.jpg,http://www.flickr.com/photos/MicroPasts/13306457555,superuser,drawB8
BAI-4768,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Blackmoor Museum,,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,125,27,31,254,pale green,,37,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 31; socket 27,  Thickness: socket 37,  Weight: 253.5 gms",,,,,,Joellen McGann,http://farm4.staticflickr.com/3687/13306457675_c932fd09c1_z.jpg,http://farm4.staticflickr.com/3687/13306457675_c932fd09c1_b.jpg,http://www.flickr.com/photos/MicroPasts/13306457675,superuser,drawB8
BAI-4767,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Blackmoor Museum,,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,128,32,34,281,pale green,,37,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 34; socket 32,  Thickness: socket 37,  Weight: 280.8 gms",,,Faint ridge below bulge on opposite face,,,Joellen McGann,http://farm8.staticflickr.com/7078/13306821084_7424da9bee_z.jpg,http://farm8.staticflickr.com/7078/13306821084_7424da9bee_b.jpg,http://www.flickr.com/photos/MicroPasts/13306821084,superuser,drawB8
BAI-4765,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, 30 on face",30,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,125,30,32,315,green,,41,"Site: unspecific location in France - geolocation not accurate to 10 kms,  Width; edge 32; socket 30,  Thickness: socket 41,  Weight: 315.25 gms",,,Not sharpened,,,Joellen McGann,http://farm8.staticflickr.com/7341/13306612993_a540b8a8eb_z.jpg,http://farm8.staticflickr.com/7341/13306612993_a540b8a8eb_b.jpg,http://www.flickr.com/photos/MicroPasts/13306612993,superuser,drawB8
BAI-4764,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, 16 on face, WB 17 on side",16WB17,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,132,39,36,273,browish green,,42,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 36; socket 39,  Thickness: socket 42,",,,Contains part of the clay core.,,,Joellen McGann,http://farm4.staticflickr.com/3745/13306613213_b69ecc3db1_z.jpg,http://farm4.staticflickr.com/3745/13306613213_b69ecc3db1_b.jpg,http://www.flickr.com/photos/MicroPasts/13306613213,superuser,drawB8
BAI-4763,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, 26 on face, C32 on side",26C32,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,52,18,17,22,olive green,,21,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 17; socket 18,  Thickness: socket 21,  Weight: 22.1 gms",,,,,,Joellen McGann,http://farm4.staticflickr.com/3777/13306822144_b38a260e26_z.jpg,http://farm4.staticflickr.com/3777/13306822144_b38a260e26_b.jpg,http://www.flickr.com/photos/MicroPasts/13306822144,superuser,drawB8
BAI-4762,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, 29 on face, 26 deposited by E.T. Steven, E.T.S. 12 on side",26ETS12,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,128,31,42,445,dark green,,43,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 42; socket 31,  Thickness: socket 43,  Weight: 445.25 gms",,,A beading down all four edges.,,,Joellen McGann,http://farm8.staticflickr.com/7380/13306613683_0e2fbe53a2_z.jpg,http://farm8.staticflickr.com/7380/13306613683_0e2fbe53a2_b.jpg,http://www.flickr.com/photos/MicroPasts/13306613683,superuser,drawB8
BAI-4761,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Blackmoor Museum,,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,122,34,31,279,green and brown,,39,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 31; socket 34,  Thickness: socket 39,  Weight: 278.85 gms",,,Not sharpened,,,Joellen McGann,http://farm3.staticflickr.com/2874/13306459445_9c55ef793d_z.jpg,http://farm3.staticflickr.com/2874/13306459445_9c55ef793d_b.jpg,http://www.flickr.com/photos/MicroPasts/13306459445,superuser,drawB8
BAI-4760,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Blackmoor Museum,,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,133,36,35,301,green and brown,,39,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 35; socket 36,  Thickness: socket 39,  Weight: 300.95 gms",,,Not sharpened,,,Joellen McGann,http://farm3.staticflickr.com/2856/13306460155_0a071a4294_z.jpg,http://farm3.staticflickr.com/2856/13306460155_0a071a4294_b.jpg,http://www.flickr.com/photos/MicroPasts/13306460155,superuser,drawB8
BAI-4759,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Blackmoor Museum,,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,131,35,34,276,green and brown,,40,"Site: unspecified location in France - geolocation not accurate to 10  kms,  Width: edge 34; socket 35,  Thickness: socket 40,  Weight: 276.25 gms",,,Un-sharpened.,,,Joellen McGann,http://farm8.staticflickr.com/7244/13306460445_3434144a0e_z.jpg,http://farm8.staticflickr.com/7244/13306460445_3434144a0e_b.jpg,http://www.flickr.com/photos/MicroPasts/13306460445,superuser,drawB8
BAI-4743,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Blackmoor Museum,,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,127,35,33,294,pale green,,36,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width; edge 33; socket 35,  Thickness: socket 36,  Weight: 294.45 gms",,,Unsharpened,,,Joellen McGann,http://farm4.staticflickr.com/3704/13306618703_47009fe3a0_z.jpg,http://farm4.staticflickr.com/3704/13306618703_47009fe3a0_b.jpg,http://www.flickr.com/photos/MicroPasts/13306618703,superuser,drawB8
BAI-4741,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,Blackmoor Museum,,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,126,34,31,250,green,,38,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 31; socket 34,  Thickness: socket 38,  Weight: 250.25 gms",,,Unsharpened,,,Joellen McGann,http://farm4.staticflickr.com/3712/13306827594_6f8635127a_z.jpg,http://farm4.staticflickr.com/3712/13306827594_6f8635127a_b.jpg,http://www.flickr.com/photos/MicroPasts/13306827594,superuser,drawB8
BAI-4740,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Blackmoor Museum, 101 on face, C25 on side",101C25,,Blackmoor Museum,France,,,,,,France,,France,46.603354,1.8883335,,,,,73,19,22,88,green,,25,"Site: unspecified location in France - geolocation not accurate to 10 kms,  Width: edge 22; socket 19,  Thickness: socket 25,  Weight: 87.75 gms",,,Never sharpened.Contains part of clay core. Two bold ridges down each face.,,,Joellen McGann,http://farm4.staticflickr.com/3767/13306827944_4e00f133e5_z.jpg,http://farm4.staticflickr.com/3767/13306827944_4e00f133e5_b.jpg,http://www.flickr.com/photos/MicroPasts/13306827944,superuser,drawB8
