objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-4556,433,Axe,Perforated,,,Bronze Age,p0gjgrs6qb2,,"H.S. Cooper Collection, bought Naples 1903",,,Private Collection,"italy, basilicata, potenza (near naples)",,,,,,Italy,,"Potenza, Italy",40.5183188,15.82095999022000,,,,,211,46,77,1503,dark patina,,50,"Width: edge 77; middle 46; butt 49,  Thickness: socket 50; middle 38; blade 18,  Weight: 1502.55 gms",,,condition good,,,Joellen McGann,http://farm3.staticflickr.com/2806/13306266465_b2778d0ac1_z.jpg,http://farm3.staticflickr.com/2806/13306266465_b2778d0ac1_b.jpg,http://www.flickr.com/photos/MicroPasts/13306266465,superuser,drawB8
BAI-4531,433,Double Axe,,,,Bronze Age,p0gjgrs6qb2,,"Dr. Christopher Martins, George Road, Edgbaston",,,Private Collection,"greece, salonika (thessalonika), sept. 1903 by col. massey",,,,,,Greece,,"Thessalonika, Greece",40.6403167,22.9352716,,,9,1903,195,45,65,,nearly black,Quite smooth,,Width: 65 at edges 45 at centre,Bronze,,"These are 3 objects mounted on a stiff cardboard in this collection described as double axes see my sketches., No. 55 and 57",,,Joellen McGann,http://farm3.staticflickr.com/2879/13306281095_654db5992f_z.jpg,http://farm3.staticflickr.com/2879/13306281095_654db5992f_b.jpg,http://www.flickr.com/photos/MicroPasts/13306281095,superuser,drawB8
BAI-4370,433,Flanged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Peabody Museum, Harvard University, Cambridge, Mass., Collected by David Treadwell, Received 1867, No. 665",665,,Peabody Museum,"italy, naples, pompeii",,,,,,Italy,,"Pompeii, Italy",40.7517375,14.4905636,,,,,129,23,44,,blue and light olive green,"smooth, rough patches",14,Width: edge 44; butt 23,,,,,,Joellen McGann,http://farm8.staticflickr.com/7088/13306202865_b9e848142d_z.jpg,http://farm8.staticflickr.com/7088/13306202865_b9e848142d_b.jpg,http://www.flickr.com/photos/MicroPasts/13306202865,superuser,drawB8
BAI-4375,433,Unknown,,,,Bronze Age,p0gjgrs6qb2,,"Brighton Museum, pres. by H. Williet Esq, FSA",,,Brighton Museum,"italy; naples; pozzuoli, 1862",,,,,,Italy,,"Pozzuoli, Italy",40.822643,14.1219109,,,,1862,166,33,63,411,dark brownish green,smooth,10,"Width: edge 63; butt 33,  Thickness: 9.5; 16,  Weight: 411.08 gms",,,,,,Joellen McGann,http://farm4.staticflickr.com/3685/13306201875_9d90917881_z.jpg,http://farm4.staticflickr.com/3685/13306201875_9d90917881_b.jpg,http://www.flickr.com/photos/MicroPasts/13306201875,superuser,drawB8
BAI-4557,433,Trunnion Axe,,,,Bronze Age,p0gjgrs6qb2,,"British Museum, W.G. 1064",WG.1064,H_WG-1064,British Museum,"italy, campania, pozzuoli",,,,,,Italy,,"Pozzuoli, Italy",40.822643,14.1219109,,,,,154,59,,,,Uneven green patina,,,,,,"Peat, Stove, and Bronze Ages in Italy (1909), 429.,  Hammond, Epirus (1967), 408, fig. 28.",,Joellen McGann,http://farm8.staticflickr.com/7073/13306626774_9e0270121b_z.jpg,http://farm8.staticflickr.com/7073/13306626774_9e0270121b_b.jpg,http://www.flickr.com/photos/MicroPasts/13306626774,superuser,drawB8
BAI-5107,433,Winged Celt,,,,Bronze Age,p0gjgrs6qb2,,"National Museum of Wales,Cardiff,17.65/6","8,47.26/10",,National Museum of Wales,"italy,naples,naples",,,,,,Italy,,Naples,40.8358846,14.2487679,,,,,144,35,56,,,"smooth but scratched, otherwise good.",8,"Width: edge 56mm; middle 35mm; butt 38mm,Thickness: 8mm; 30mm",,,,,,Joellen McGann,http://farm3.staticflickr.com/2813/13306671273_fe2117c502_z.jpg,http://farm3.staticflickr.com/2813/13306671273_fe2117c502_b.jpg,http://www.flickr.com/photos/MicroPasts/13306671273,superuser,drawB8
BAI-4459,433,Flat Celt,,,,Bronze Age,p0gjgrs6qb2,,"Nation Museum of Wales, Cardiff, Avebury Collection, 17.65/4",17.65/2,,National Museum of Wales,"italy, naples, apl 1868",,,,,,Italy,,"Naples, Italy",40.8358846,14.2487679,,,4,1868,103,24,40,,brown patina,"good, but not smooth",7,"Width: edge 40; middle 24; butt 19,",,,,,,Joellen McGann,http://farm4.staticflickr.com/3765/13306185405_27f3579040_z.jpg,http://farm4.staticflickr.com/3765/13306185405_27f3579040_b.jpg,http://www.flickr.com/photos/MicroPasts/13306185405,superuser,drawB8
BAI-5108,433,Winged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Oxford,1445",,,Pitt Rivers Museum,"italy,capania,naples",,,,,,Italy,,Naples,40.8358846,14.2487679,,,,,185,38,47,,,,11,"Width: edge 47mm; middle 37.5mm; butt 34mm,Thickness: 11mm; 33.5mm",,,,,,Joellen McGann,http://farm3.staticflickr.com/2863/13306671063_4b653383b3_z.jpg,http://farm3.staticflickr.com/2863/13306671063_4b653383b3_b.jpg,http://www.flickr.com/photos/MicroPasts/13306671063,superuser,drawB8
BAI-4367,433,Flanged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Oxford, P.R. 1443",1443,,Pitt Rivers Museum,"italy, campania, naples, 9 july 24",,,,,,Italy,,"Naples, Italy",40.8358846,14.2487679,,9,7,1924,132,25,47,,,,7,"Width: edge 47; middle 25; butt 25,  Thickness: 7; 11",,,,,,Joellen McGann,http://farm4.staticflickr.com/3669/13306354743_62833a8b62_z.jpg,http://farm4.staticflickr.com/3669/13306354743_62833a8b62_b.jpg,http://www.flickr.com/photos/MicroPasts/13306354743,superuser,drawB8
BAI-40199,433,Chisel,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Farnham",,,Pitt Rivers Museum,"Italy,Naples,Naples",,,,,,Italy,,"Naples, Italy",40.8358846,14.2487679,,,,,160,tang end 4,15,28.35,Patches of green,Rough dark bronze,,,,,Edge slightly indented,,,Joellen McGann,https://farm1.staticflickr.com/335/17719879524_d466c7cdd0_z.jpg,https://farm1.staticflickr.com/335/17719879524_d466c7cdd0_b.jpg,https://www.flickr.com/photos/115096994@N02/17719879524,superuser,ForeignTools
BAI-40795,433,Arrowhead,,,,Bronze Age,p0gjgrs6qb2,,"Peabody Museum,Harvard University, Cambridge, Mass.,Received 1890,Gift of Mrs. S. D. Warren,52772",52772,,Peabody Museum,"Italy,Naples,Aquila (near)",,,,,,Italy,,"Naples, Italy",40.8358846,14.2487679,,,,,50,blade 22,,,,"natural colour, with very faint traces of verdigris",2,,,,,,,Joellen McGann,https://farm1.staticflickr.com/368/18586087056_143b24e9fc_z.jpg,https://farm1.staticflickr.com/368/18586087056_143b24e9fc_b.jpg,https://www.flickr.com/photos/115096994@N02/18586087056,superuser,ForeignWeapons
BAI-40837,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Farnham",,,Pitt Rivers Museum,"Italy,Naples,Naples",,,,,,Italy,,"Naples, Italy",40.8358846,14.2487679,,,,,306,"blade 58; socket 20,22",,283.5,Dark green. Showing bronze,Smooth,socket 31,,,,Edge slightly indented,,,Joellen McGann,https://farm9.staticflickr.com/8842/18611426725_698a796933_z.jpg,https://farm9.staticflickr.com/8842/18611426725_698a796933_b.jpg,https://www.flickr.com/photos/115096994@N02/18611426725,superuser,ForeignWeapons
BAI-40814,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Farnham",,,Pitt Rivers Museum,"Italy,Naples,Naples",,,,,,Italy,,"Naples, Italy",40.8358846,14.2487679,,,,,170,blade 30; socket 20,,141.75,Green,Rough,socket 20,,,,,,,Joellen McGann,https://farm1.staticflickr.com/353/18424365240_7e64bc4683_z.jpg,https://farm1.staticflickr.com/353/18424365240_7e64bc4683_b.jpg,https://www.flickr.com/photos/115096994@N02/18424365240,superuser,ForeignWeapons
BAI-40813,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Farnham",,,Pitt Rivers Museum,"Italy,Naples,Naples",,,,,,Italy,,"Naples, Italy",40.8358846,14.2487679,,,,,209,blade 36; socket 25,,170.1,Green,Rough,socket 25,,,,,,,Joellen McGann,https://farm9.staticflickr.com/8886/18614223361_e969ae7677_z.jpg,https://farm9.staticflickr.com/8886/18614223361_e969ae7677_b.jpg,https://www.flickr.com/photos/115096994@N02/18614223361,superuser,ForeignWeapons
BAI-40812,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Farnham",,,Pitt Rivers Museum,"Italy,Naples,Naples,Label: spearhead from Naples",,,,,,Italy,,"Naples, Italy",40.8358846,14.2487679,,,,,166,blade 36; socket 22,,170.1,Green,Rough,socket 20,,,,,,,Joellen McGann,https://farm9.staticflickr.com/8862/17989426134_cd3d68e6e2_z.jpg,https://farm9.staticflickr.com/8862/17989426134_cd3d68e6e2_b.jpg,https://www.flickr.com/photos/115096994@N02/17989426134,superuser,ForeignWeapons
BAI-40800,433,Dagger,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Farnham",,,Pitt Rivers Museum,"Italy,Naples,Naples",,,,,,Italy,,"Naples, Italy",40.8358846,14.2487679,,,,,213,"blade 25, 20; tang 10; hilt end 17",,56.7,Dark bronze + green patina,Smooth,3.5 hilt end,,,,Edges slightly indented.,,,Joellen McGann,https://farm1.staticflickr.com/265/18426191439_735889bb71_z.jpg,https://farm1.staticflickr.com/265/18426191439_735889bb71_b.jpg,https://www.flickr.com/photos/115096994@N02/18426191439,superuser,ForeignWeapons
BAI-40794,433,Arrowhead,,,,Bronze Age,p0gjgrs6qb2,,"Peabody Museum,52773,Harvard University,Cambridge, Mass.,Received 1890,gift of Mrs. S. D. Warren",52773,,Peabody Museum,"Italy,Naples,Aquila (near)",,,,,,Italy,,"Via Aquila, Napoli, Italy",40.8561026,14.2721357,,,,,40,blade 18; socket 9,,,mottled with dark patches,,socket 8,,,,,,,Joellen McGann,https://farm1.staticflickr.com/481/17991832923_1a5bab38bb_z.jpg,https://farm1.staticflickr.com/481/17991832923_1a5bab38bb_b.jpg,https://www.flickr.com/photos/115096994@N02/17991832923,superuser,ForeignWeapons
BAI-40838,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Peabody Museum,16440,Harvard University,Cambridge, Mass.,Received December 1878,Collected by Clarence B. Moore",16440,,Peabody Museum,"Italy,campania,Herenlaneum",,,,,,Italy,,"Campania, Italy",40.860672,14.843984,,,,,343,blade 61.5; socket 25.5,,,Dark patina,Slight encrustation,blade 17 (approx),,,,,,,Joellen McGann,https://farm1.staticflickr.com/551/18613551441_876b66ccd6_z.jpg,https://farm1.staticflickr.com/551/18613551441_876b66ccd6_b.jpg,https://www.flickr.com/photos/115096994@N02/18613551441,superuser,ForeignWeapons
BAI-5109,433,Winged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Farnham",,,Pitt Rivers Museum,italy; naples; nola,,,,,,Italy,,"Nola, Italy",40.9210826,14.5327402,,,,,166,30,40,227,,smooth dark bronze,8,"Width: edge 40; middle 30; butt 29,  Thickness 8; 22,  Weight: 226.8 gms",,,edge slightly dented,,,Joellen McGann,http://farm8.staticflickr.com/7271/13306517235_8bd4de2bf8_z.jpg,http://farm8.staticflickr.com/7271/13306517235_8bd4de2bf8_b.jpg,http://www.flickr.com/photos/MicroPasts/13306517235,superuser,drawB8
BAI-4256,433,Battle Axe,,,,Bronze Age,p0gjgrs6qb2,,"Private collection, Lord Howard de Walden, 1923, Belgrave Square SW",,,Private Collection,"albania, ioannina 1819",,,,,,Albania,,Albania,41.000028,19.9999619,,,,1819,180,40,73,907,"dark blackish green, with golden bronze showing",smooth,27,"Site - Ioannina is a city in modern Greece - although Janina was a subregion of the Ottoman Empire that encompassed most of Albania.,  Width: edges 72.71; centre 40,  Thickness: 26.5 middle,  Weight: 907.2 gms",,,,,"Labelled: Bipennis, or double headed Macedonian Battle Axe, discovered near Ioannina in Albania in 1819. The only known specimen.",Joellen McGann,http://farm4.staticflickr.com/3723/13306383743_9867ef6027_z.jpg,http://farm4.staticflickr.com/3723/13306383743_9867ef6027_b.jpg,http://www.flickr.com/photos/MicroPasts/13306383743,superuser,drawB8
BAI-5024,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"W. Christopher Martin,George Rd, Edgbuston",,,Private Collection,"spain,barcelona (barcino),found at barcino, spain",,,,,,Spain,,Barcelona,41.3828939,2.1774322,,,,,132,42,38,,Light green.,Somewhat rough.,,Width: at edge 38mm at top 42 mm,Bronze,,As nearly square as can be cast - Frags somewhat marked.,,,Joellen McGann,http://farm8.staticflickr.com/7298/13306520923_a7cbc97315_z.jpg,http://farm8.staticflickr.com/7298/13306520923_a7cbc97315_b.jpg,http://www.flickr.com/photos/MicroPasts/13306520923,superuser,drawB8
BAI-4671,433,Double Looped Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Herts County Museum, St. Albans, lent by Capt. J.N. Ball, RAF",,,Hertfordshire County Museum,"spain, old castile, soria, copina del conde",,,,,,Spain,,"Soria, Spain",41.60125045,-2.721938035449950,,,,,217,33,67,906,"dark olive green, a little chipped on one side of blade near edge","smooth, clay-like soil adheres to septum",34,"Length: 216.5,  Width: edge 66.5; middle 33; butt 27,  Thickness: 34; 16; 28; 14.5; 26.5,  Weight: 906 gms",,,strong cast marks,,,Joellen McGann,http://farm8.staticflickr.com/7040/13306312435_fcaef0167c_z.jpg,http://farm8.staticflickr.com/7040/13306312435_fcaef0167c_b.jpg,http://www.flickr.com/photos/MicroPasts/13306312435,superuser,drawB8
BAI-40840,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"Sotheby's Sale, 20/21.v.30, lot 378",,,Private Collection,"?Macedonia,Given under the head of ""Classical Antiquities"" in the same lot were bracelets which may have come from Macedonia.",,,auction,,,Macedonia,,Macedonia (fyrom),41.6171214,21.7168387,,,,,110,33,,,,,,,,One of 2 sold: history unknown.,,,,Joellen McGann,https://farm1.staticflickr.com/299/18423662760_a0e0166cb5_z.jpg,https://farm1.staticflickr.com/299/18423662760_a0e0166cb5_b.jpg,https://www.flickr.com/photos/115096994@N02/18423662760,superuser,ForeignWeapons
BAI-40839,433,Unknown,,,,Bronze Age,p0gjgrs6qb2,,"Sotheby's Sale, 20/21.v.30, lot 378",,,Private Collection,"?Macedonia,Given under the head of ""Classical Antiquities"" in the same Lot were bracelets which may have come from Macedonia.",,,auction,,,Macedonia,,Macedonia (fyrom),41.6171214,21.7168387,,,,,151,blade 33; socket 22,,,,,,,,One of 2 sold: history unknown.,,,,Joellen McGann,https://farm9.staticflickr.com/8880/18611355875_a7c0fb9c65_z.jpg,https://farm9.staticflickr.com/8880/18611355875_a7c0fb9c65_b.jpg,https://www.flickr.com/photos/115096994@N02/18611355875,superuser,ForeignWeapons
BAI-4374,433,Flanged Celt,,,,Bronze Age,p0gjgrs6qb2,,Bham University - Masons College - Edmund [...],,,Birmingham University Museum,"italy, rome",,,,,,Italy,,"Rome, Italy",41.8933203,12.4829321,,,,,97,40,,149,rich green,smooth,,,Bronze,,,,,Joellen McGann,http://farm8.staticflickr.com/7252/13306563574_8e7323e2fb_z.jpg,http://farm8.staticflickr.com/7252/13306563574_8e7323e2fb_b.jpg,http://www.flickr.com/photos/MicroPasts/13306563574,superuser,drawB8
BAI-4371,433,Flanged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Cheltenham Museum, A.J. de H. Bushwell collection",,,Cheltenham Museum,"italy, rome, rome",,,,,,Italy,,"Rome, Italy",41.8933203,12.4829321,,,,,113,33,,,mottled patina light green,Rather smooth,,,Bronze,,"Label: ""Small bronze flanged celt of unusually"", ""fine shape and patina found in Rome.""",,"Nothing more known, No. 104; El Middleton, may 11th, 1922",Joellen McGann,http://farm8.staticflickr.com/7448/13306202705_dc25eb5bcd_z.jpg,http://farm8.staticflickr.com/7448/13306202705_dc25eb5bcd_b.jpg,http://www.flickr.com/photos/MicroPasts/13306202705,superuser,drawB8
BAI-4372,433,Flanged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Horniman Museum [;[ Forest Hill, SE, bought from G.F. Lawrence",,,Horniman Museum,"italy, state of the church, rome",,,,,,Italy,,"Rome, Italy",41.8933203,12.4829321,,,,,174,28,69,454,dark green,slightly rough,16,"Width: 69 edge; butt 28,  Thickness: 16 mm; thinnest part 10 mm,  Weight 453.6 gms",,,,,,Joellen McGann,http://farm4.staticflickr.com/3686/13306563884_6b448c1d69_z.jpg,http://farm4.staticflickr.com/3686/13306563884_6b448c1d69_b.jpg,http://www.flickr.com/photos/MicroPasts/13306563884,superuser,drawB8
BAI-4666,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Hull Museum, No. 48",48,,Hull Municipal Museum,"italy, rome",,,,,,Italy,,"Rome, Italy",41.8933203,12.4829321,,,,,158,28,63,534,,,40,"Width: edge 63; centre 28; butt 27,  Thickness: 40; 18",Bronze,,"Massive, with heavy black; no stop but deeply indented between the wings.",,,Joellen McGann,http://farm4.staticflickr.com/3810/13306313405_7fb0e0348f_z.jpg,http://farm4.staticflickr.com/3810/13306313405_7fb0e0348f_b.jpg,http://www.flickr.com/photos/MicroPasts/13306313405,superuser,drawB8
BAI-4373,433,Flanged Celt,,,,Bronze Age,p0gjgrs6qb2,,"Peabody Museum, Harvard University, Cambridge, Mass., 3383, Received by purchased 1868; collected by G. de Mortillet",3383,,Peabody Museum,"italy, rome, rome",,,,,,Italy,,"Rome, Italy",41.8933203,12.4829321,,,,,85,19,35,,"a patch of very light green, on face",much corroded in places,9,"Length: 84.5,  Width: edge 35; butt 19,",,,,,,Joellen McGann,http://farm4.staticflickr.com/3705/13306353543_810b065ff3_z.jpg,http://farm4.staticflickr.com/3705/13306353543_810b065ff3_b.jpg,http://www.flickr.com/photos/MicroPasts/13306353543,superuser,drawB8
BAI-5014,433,Socketed Celt,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Oxford,lent from Tower Armoury, 1915,135","1915,135",,Pitt Rivers Museum,"italy,rome (near)",,,,,,Italy,,"Rome, Italy",41.8933203,12.4829321,,,,,97,45,72,,,"Smooth and well cast, almost uninjured.",37,"Width; edge 72 mm; socket 45 mm,Thickness: socket 37 mm",,,The internal flanges only begin halfway down the orifice. Sharp and even cutting edge.,,,Joellen McGann,http://farm4.staticflickr.com/3726/13306731014_a43c4a92f6_z.jpg,http://farm4.staticflickr.com/3726/13306731014_a43c4a92f6_b.jpg,http://www.flickr.com/photos/MicroPasts/13306731014,superuser,drawB8
BAI-40204,433,Knife,,,,Bronze Age,p0gjgrs6qb2,,"Peabody Museum,16447,Harvard University,Cambridge, Mass.,Received December 1878,Collected by Clarence B. Moore",E16447,,Peabody Museum,"Italy,Rome,Rome",,,,,,Italy,,"Rome, Italy",41.8933203,12.4829321,,,,,130,blade 10,,,dark,somewhat encrusted,2 blade,,,,Reverse of blade is flat,,,Joellen McGann,https://farm9.staticflickr.com/8863/18316059676_e71eed8cd3_z.jpg,https://farm9.staticflickr.com/8863/18316059676_e71eed8cd3_b.jpg,https://www.flickr.com/photos/115096994@N02/18316059676,superuser,ForeignTools
