objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,context,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-40221,433,Chisel,,,,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Farnham,Label: Chisel Bough Apl. 20th, 1891",,,Pitt Rivers Museum,"Switzerland,Lake Dwellings",,,,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,105,socket 25,9,113.39,ochre,smooth,socket 24,,,,Edge smooth,,,Joellen McGann,https://farm1.staticflickr.com/335/18342506475_3388a26c73_z.jpg,https://farm1.staticflickr.com/335/18342506475_3388a26c73_b.jpg,https://www.flickr.com/photos/115096994@N02/18342506475,superuser,ForeignTools
BAI-40328,433,Knife,"Knife, tanged (broken)",,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 49",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,89,23,,,,,,,,,"Blade snapped across, upper part missing. End of tang hooked back.",,,Joellen McGann,https://farm1.staticflickr.com/342/18338476102_ce315c072e_z.jpg,https://farm1.staticflickr.com/342/18338476102_ce315c072e_b.jpg,https://www.flickr.com/photos/115096994@N02/18338476102,superuser,ForeignTools
BAI-40326,433,Knife,"Knife, tanged",,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 49",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,178,19,,,,,,,,,"Blde slightly curved, with basal spur.","Sotheby's Catalogue, 25.iii.30, p.",,Joellen McGann,https://farm1.staticflickr.com/509/18154626108_8cfb4d0251_z.jpg,https://farm1.staticflickr.com/509/18154626108_8cfb4d0251_b.jpg,https://www.flickr.com/photos/115096994@N02/18154626108,superuser,ForeignTools
BAI-40325,433,Knife,"Knife, tanged",,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 49",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,177,17,,,,,,,,,Curved back.,,,Joellen McGann,https://farm9.staticflickr.com/8821/17721813913_da5fdd384c_z.jpg,https://farm9.staticflickr.com/8821/17721813913_da5fdd384c_b.jpg,https://www.flickr.com/photos/115096994@N02/17721813913,superuser,ForeignTools
BAI-40324,433,Knife,"Knife, tanged",,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 44",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,168,22,,,,,,,,,"Blade curved, with basal spur + short tang.","Sotheby's Catalogue, 25.iii.30, p.7",,Joellen McGann,https://farm8.staticflickr.com/7786/18343935831_087d7ae24a_z.jpg,https://farm8.staticflickr.com/7786/18343935831_087d7ae24a_b.jpg,https://www.flickr.com/photos/115096994@N02/18343935831,superuser,ForeignTools
BAI-40321,433,Sickle,,,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 48",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,134,"84 (height), blade 39",,,,,,,,,"Groove, broad, following line of back.","Sotheby's Catalogue, 25.iii.30, p. 7",,Joellen McGann,https://farm8.staticflickr.com/7736/18316037266_b3fbc98c89_z.jpg,https://farm8.staticflickr.com/7736/18316037266_b3fbc98c89_b.jpg,https://www.flickr.com/photos/115096994@N02/18316037266,superuser,ForeignTools
BAI-40320,433,Sickle,,,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 48",,,Private Collection,"Switzerland,Lake Dwelling",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,122,blade 35; height 85,,,,,,,,,,"Sotheby's Catalogue, 35.iii.30, p. 7",,Joellen McGann,https://farm1.staticflickr.com/473/17719857354_f74aa4abbf_z.jpg,https://farm1.staticflickr.com/473/17719857354_f74aa4abbf_b.jpg,https://www.flickr.com/photos/115096994@N02/17719857354,superuser,ForeignTools
BAI-40319,433,Sickle,,,,Bronze Age,p0gjgrs6qb2,,"Christie's Sale, 14.7.24; 56/3,Late Earl of Northesk (Rosehill Collection)",,,Private Collection,"Switzerland,Swiss Lakes",,,"auction,lake",,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,190,blade 38,,,Dark green. Overlaid with light brown,,blade 4,,,,The blade is broken + mended with 4 modern rivets.,,,Joellen McGann,https://farm8.staticflickr.com/7746/18343940631_fd4b89460c_z.jpg,https://farm8.staticflickr.com/7746/18343940631_fd4b89460c_b.jpg,https://www.flickr.com/photos/115096994@N02/18343940631,superuser,ForeignTools
BAI-40318,433,Sickle,,,,Bronze Age,p0gjgrs6qb2,,"Christie's Sale,14.7.24; 56/III,Late Earl of Northesk (Rosehill Collection)",,,Private Collection,"Switzerland,Swiss Lakes",,,"auction,lake",,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,138,blade 39,,,traces of patina dark green,dull bronze,blade 5,,,,,,,Joellen McGann,https://farm9.staticflickr.com/8877/18154633998_daf2f712bd_z.jpg,https://farm9.staticflickr.com/8877/18154633998_daf2f712bd_b.jpg,https://www.flickr.com/photos/115096994@N02/18154633998,superuser,ForeignTools
BAI-40317,433,Sickle,,,,Bronze Age,p0gjgrs6qb2,,"Christie's Sale, 14.7.24; 56/3,Late Earl of Northesk (Rosehill Collection)",,,Private Collection,"Switzerland,Swiss Lakes",,,"auction,lake",,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,111,blade 21,,,"Dark green, encrusted with light green.",Is worn,"5, 13",,,,Point of blade broken. Edge chipped.,,,Joellen McGann,https://farm9.staticflickr.com/8811/18156286989_3cdd40858f_z.jpg,https://farm9.staticflickr.com/8811/18156286989_3cdd40858f_b.jpg,https://www.flickr.com/photos/115096994@N02/18156286989,superuser,ForeignTools
BAI-40294,433,Pin,,,2,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 50",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,"175, 118",heads 14,,,,,,,,,,,,Joellen McGann,https://farm9.staticflickr.com/8807/17721828643_afdc414aa6_z.jpg,https://farm9.staticflickr.com/8807/17721828643_afdc414aa6_b.jpg,https://www.flickr.com/photos/115096994@N02/17721828643,superuser,ForeignTools
BAI-40293,433,Pin,,,2,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 50",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,"253, 216","head 24, head 21",,,,,,,,,,"Sotheby's Catalogue, 25.iii.30, p. 7",,Joellen McGann,https://farm8.staticflickr.com/7733/18154641058_0f8c71a883_z.jpg,https://farm8.staticflickr.com/7733/18154641058_0f8c71a883_b.jpg,https://www.flickr.com/photos/115096994@N02/18154641058,superuser,ForeignTools
BAI-40292,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 43",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,70,head 6,,,,,,,,,,,,Joellen McGann,https://farm8.staticflickr.com/7790/17719866804_8e013a63ed_z.jpg,https://farm8.staticflickr.com/7790/17719866804_8e013a63ed_b.jpg,https://www.flickr.com/photos/115096994@N02/17719866804,superuser,ForeignTools
BAI-40291,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 43",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,135,head 6,,,,,,,,,,,,Joellen McGann,https://farm1.staticflickr.com/487/18154752940_49f6717ff8_z.jpg,https://farm1.staticflickr.com/487/18154752940_49f6717ff8_b.jpg,https://www.flickr.com/photos/115096994@N02/18154752940,superuser,ForeignTools
BAI-40290,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 43",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,146,head 4,,,,,,,,,,,,Joellen McGann,https://farm8.staticflickr.com/7763/18156293039_cf727f1230_z.jpg,https://farm8.staticflickr.com/7763/18156293039_cf727f1230_b.jpg,https://www.flickr.com/photos/115096994@N02/18156293039,superuser,ForeignTools
BAI-40289,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 43",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,124,head 7,,,,,,,,,,,,Joellen McGann,https://farm8.staticflickr.com/7799/18154641658_e6ae53024c_z.jpg,https://farm8.staticflickr.com/7799/18154641658_e6ae53024c_b.jpg,https://www.flickr.com/photos/115096994@N02/18154641658,superuser,ForeignTools
BAI-40288,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 43",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,130,head 8,,,,,,,,,,,,Joellen McGann,https://farm1.staticflickr.com/352/17719867334_4ebee55e6c_z.jpg,https://farm1.staticflickr.com/352/17719867334_4ebee55e6c_b.jpg,https://www.flickr.com/photos/115096994@N02/17719867334,superuser,ForeignTools
BAI-40287,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"ex R.W. Kennard,Sotheby's Sale, 25-6.iii.30, Lot 43",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,118,head 8,,,,,,,,,,,,Joellen McGann,https://farm8.staticflickr.com/7744/18316048556_f608324783_z.jpg,https://farm8.staticflickr.com/7744/18316048556_f608324783_b.jpg,https://www.flickr.com/photos/115096994@N02/18316048556,superuser,ForeignTools
BAI-40286,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"ex R. W. Kennard's,Sotheby's Sale, 25-26.iii.30, Lot 43",,,Private Collection,"Switzerland,Lake Dwelling",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,125,central knob 8,,,,,,,,,,,,Joellen McGann,https://farm8.staticflickr.com/7739/18338495722_906262ed32_z.jpg,https://farm8.staticflickr.com/7739/18338495722_906262ed32_b.jpg,https://www.flickr.com/photos/115096994@N02/18338495722,superuser,ForeignTools
BAI-40285,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"ex-R.W. Kennard's,Sotheby's Sale, 25-26.iii.30, Lot 43",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,124,head 6,,,,,,,,,,,,Joellen McGann,https://farm9.staticflickr.com/8854/18154753610_3d4e400c51_z.jpg,https://farm9.staticflickr.com/8854/18154753610_3d4e400c51_b.jpg,https://www.flickr.com/photos/115096994@N02/18154753610,superuser,ForeignTools
BAI-40284,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"ex. R.W. Kennard's,Sotheby's Sale, 25-26.iii.30, Lot 43",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,74,head 9,,,,,,,,,,"Sotheby's Sale catalogue, p. 7",,Joellen McGann,https://farm1.staticflickr.com/325/17719867754_9d90039b23_z.jpg,https://farm1.staticflickr.com/325/17719867754_9d90039b23_b.jpg,https://www.flickr.com/photos/115096994@N02/17719867754,superuser,ForeignTools
BAI-40278,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"Christie's Sale, 14/7/25; 52,Late Earl of Northesk (Rosehill Collection)",,,Private Collection,"Switzerland,Swiss Lakes",,,"auction,lake",,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,102,head 3.5,,,,Clean dark golden bronze,,,,,,,,Joellen McGann,https://farm9.staticflickr.com/8830/18156294479_22964dff58_z.jpg,https://farm9.staticflickr.com/8830/18156294479_22964dff58_b.jpg,https://www.flickr.com/photos/115096994@N02/18156294479,superuser,ForeignTools
BAI-40277,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"Christie's Sale, 14.7.4; 52,Late Earl of Northesk (Rosehill Collection)",,,Private Collection,"Switzerland,Swiss Lakes",,,"auction,lake",,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,62,head 6.5,,,No patina,"Dull bronze, clean",,,,,About 3/4 of the pin is squarish + circular at end near head. Slightly bent at point end.,,,Joellen McGann,https://farm8.staticflickr.com/7770/18154754590_8728984667_z.jpg,https://farm8.staticflickr.com/7770/18154754590_8728984667_b.jpg,https://www.flickr.com/photos/115096994@N02/18154754590,superuser,ForeignTools
BAI-40276,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"Christie's Sale, 14.7.24, 52,Late Earl of Northesk (Rose Collection)",,,Private Collection,"Switzerland,Swiss Lakes",,,"auction,lake",,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,147,,,,,Outer covering removed (where shaded) showing golden bronze.,,,,,,,,Joellen McGann,https://farm1.staticflickr.com/453/18343950961_65b32d8c79_z.jpg,https://farm1.staticflickr.com/453/18343950961_65b32d8c79_b.jpg,https://www.flickr.com/photos/115096994@N02/18343950961,superuser,ForeignTools
BAI-40272,433,Pin,,,,Bronze Age,p0gjgrs6qb2,,"Mr. Bushnell, Cheltenham",,,Private Collection,"Switzerland,From a lake,""Found in Swiss lake""",,,,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,105,,,7,Light,Smooth,,,Bronze,,,,Nothing more known,Joellen McGann,https://farm8.staticflickr.com/7734/18154644458_d0eb277fbd_z.jpg,https://farm8.staticflickr.com/7734/18154644458_d0eb277fbd_b.jpg,https://www.flickr.com/photos/115096994@N02/18154644458,superuser,ForeignTools
BAI-40268,433,Needle,,,,Bronze Age,p0gjgrs6qb2,,"Mr. Bushnell, Cheltenham",,,Private Collection,"Switzerland,Found in a lake",,,,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,86,,,6,Light green patina,Smooth,,,Bronze,,,,,Joellen McGann,https://farm8.staticflickr.com/7757/18154755710_88ee45af40_z.jpg,https://farm8.staticflickr.com/7757/18154755710_88ee45af40_b.jpg,https://www.flickr.com/photos/115096994@N02/18154755710,superuser,ForeignTools
BAI-40266,433,Gouge,,,,Bronze Age,p0gjgrs6qb2,,"Christie's Sale, 14.7.24,63/3,Late Earl of Northesk (Rosehill Collection)",,,Private Collection,"Switzerland,Swiss Lakes",,,"auction,lake",,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,74,socket 17,15.75,,"No patina, dark golden bronze",Smooth,socket 17,,,,,,,Joellen McGann,https://farm1.staticflickr.com/537/18343952311_90e15d5ca9_z.jpg,https://farm1.staticflickr.com/537/18343952311_90e15d5ca9_b.jpg,https://www.flickr.com/photos/115096994@N02/18343952311,superuser,ForeignTools
BAI-40265,433,Fish-Hook,,,,Bronze Age,p0gjgrs6qb2,,"Christie's Sale, 14.7.24; 65/9,Late Earl of Northesk (Rosehill Collection)",,,Private Collection,"Switzerland,Swiss Lakes",,,"auction,lake",,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,64,62,,,Grey green,,"2, 2.5",,,,Made of bent wire with sharpened ends.,,,Joellen McGann,https://farm9.staticflickr.com/8868/18343952341_7f27328457_z.jpg,https://farm9.staticflickr.com/8868/18343952341_7f27328457_b.jpg,https://www.flickr.com/photos/115096994@N02/18343952341,superuser,ForeignTools
BAI-40262,433,Fish-Hook,,,,Bronze Age,p0gjgrs6qb2,,"Christie's Sale, 14.7.24, 65/3,Late Earl of Northesk (Rosehill Collection)",,,Private Collection,"Switzerland,Swiss Lakes",,,"auction,lake",,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,A: 32; B: 39; C: 23,,,,,,B: 2,,,,"Made of bronze wire. A: without barb. B: with barb, lower half covered with a gilt overlay. C: without barb - the other end is cut + split to a Y shape for fastening.",,,Joellen McGann,https://farm8.staticflickr.com/7793/17721832353_2baba8b807_z.jpg,https://farm8.staticflickr.com/7793/17721832353_2baba8b807_b.jpg,https://www.flickr.com/photos/115096994@N02/17721832353,superuser,ForeignTools
BAI-40249,433,Knife,"Knife, curved (broken)",,,Bronze Age,p0gjgrs6qb2,,"ex. Rlv. Kennard's,Sotheby's Sale, 25.6.iii.30, Lot 48",,,Private Collection,"Switzerland,Lake Dwelling",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,140,20,,,,,,,,,Broken across blade: probably ended in a short tang. Decorated.,"Sotheby's Catalogue, 25-6, iii, 30, p. 7",,Joellen McGann,https://farm8.staticflickr.com/7760/18338500052_a47901c5fc_z.jpg,https://farm8.staticflickr.com/7760/18338500052_a47901c5fc_b.jpg,https://www.flickr.com/photos/115096994@N02/18338500052,superuser,ForeignTools
BAI-40244,433,Knife,,,,Bronze Age,p0gjgrs6qb2,,"Christie's Sale, 14/7/24; 53/2,Late Earl of Northesk (Rosehill Collection)",,,Private Collection,"Switzerland,Swiss Lakes",,,"auction,lake",,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,228,blade 21,,,Traces of dark green + black.,Dark golden bronze.,"4.5, 9.5",,,,"Sharp edge, slightly cracked. Decorated with incised lines. Tang is square with bevelled edges.",,,Joellen McGann,https://farm9.staticflickr.com/8765/18338500802_4210f3dbd6_z.jpg,https://farm9.staticflickr.com/8765/18338500802_4210f3dbd6_b.jpg,https://www.flickr.com/photos/115096994@N02/18338500802,superuser,ForeignTools
BAI-40213,433,Awl,Spiral banded,,3,Bronze Age,p0gjgrs6qb2,,"ex R.W. Kennard's,Sotheby's Sale 25-6.iii.30, Lot 43",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,"44, 60, 75",,,,,,,,,,,,,Joellen McGann,https://farm1.staticflickr.com/530/17721838933_1bbbc77cc2_z.jpg,https://farm1.staticflickr.com/530/17721838933_1bbbc77cc2_b.jpg,https://www.flickr.com/photos/115096994@N02/17721838933,superuser,ForeignTools
BAI-40212,433,Awl,,,8,Bronze Age,p0gjgrs6qb2,,"Ex. R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 43",,,Private Collection,"Switzerland,Lake Dwellings",,,auction,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,"31, 49, 60, 88, 40, 62, 61, 102",,,,,,,,,,,,,Joellen McGann,https://farm8.staticflickr.com/7774/17719877614_5c7f68e7b0_z.jpg,https://farm8.staticflickr.com/7774/17719877614_5c7f68e7b0_b.jpg,https://www.flickr.com/photos/115096994@N02/17719877614,superuser,ForeignTools
BAI-40883,433,Dagger,,,,Bronze Age,p0gjgrs6qb2,,"Cheltenham Museum,Bushnell Collection",,,Cheltenham Museum,"Switzerland,Found in a lake,Label inscribed: ""Dagger blade with raised rib in centre. The handle plate is pierced for two rivets. Found in a Swiss Lake.""",,,,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,160,37,,58,Patination,Bronze with slight light green.,,,Bronze,,,,Nothing more known.,Joellen McGann,https://farm1.staticflickr.com/392/18422582790_ecdb6cb7f8_z.jpg,https://farm1.staticflickr.com/392/18422582790_ecdb6cb7f8_b.jpg,https://www.flickr.com/photos/115096994@N02/18422582790,superuser,ForeignWeapons
BAI-40882,433,Dagger,,,,Bronze Age,p0gjgrs6qb2,,"Cheltenham Museum,Bushnell Collection",,,Cheltenham Museum,"Switzerland,Label: ""Halberd Blade pierced with three rivet holes in the hafting plate, which retains one rivet. Found in Swiss Lake.""",,,,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,180,58,,94,"Colour green to blue, somewhat encrusted",Somewhat rough,,,Bronze,,,,Nothing more known,Joellen McGann,https://farm1.staticflickr.com/527/18583907046_a06cdeee0c_z.jpg,https://farm1.staticflickr.com/527/18583907046_a06cdeee0c_b.jpg,https://www.flickr.com/photos/115096994@N02/18583907046,superuser,ForeignWeapons
BAI-40891,433,Spearhead,,,,Bronze Age,p0gjgrs6qb2,,"John Holmes Collection, City Art Gallery, Leeds,cat. No. 241",241,,"City Art Gallery, Leeds","Switzerland,Swiss Lakes",,,,,,Switzerland,,Switzerland,46.7985624,8.2319736,,,,,109,30 blade,,76,No patina or oxydisation.,Copper colour.,Diameter of socket 22,,,,"Cylindrical socket, continued as a tapering midrib. A series of narrow, raised parallel bands encircle socket, + narrow cable moulding round edge of mouth of socket. Rivet holes in socket.",,"Doubtful looking specimen, but may be genuine.",Joellen McGann,https://farm9.staticflickr.com/8841/18610064875_ec06e3f066_z.jpg,https://farm9.staticflickr.com/8841/18610064875_ec06e3f066_b.jpg,https://www.flickr.com/photos/115096994@N02/18610064875,superuser,ForeignWeapons
